ID	PARAMETER_ID	CONCEPT	DOCULECT	LANGUAGE_NAME	VALUE	FORM	TOKENS	GLOTTOLOG	CONCEPTICON	LATITUDE	LONGITUDE	COGNACY	SONARS	PROSTRINGS	CLASSES	LANGID	NUMBERS	WEIGHTS	IPA	DUPLICATES	SCAID	ALIGNMENT
3200	50_animal	animal	KMNAjumbu2	KMN-Ajumbu-2	fɥò / kə́fɥôːlə̀	fɥò	f ɥ o.¹/o	mbuu1238		6.53792	10.2556		3 6 7	ACX	BJU	24	24.B.C 24.J.C 24.U.V	2.0 1.5 1.5	fɥo.¹/o	0	37	f ɥ o.¹/o
3201	50_animal	animal	KDCAjumbu10	KDC-Ajumbu-10	fɥò / kə́fɥóːlə̀	fɥò	f ɥ o.¹/o	mbuu1238		6.53792	10.2556		3 6 7	ACX	BJU	18	18.B.C 18.J.C 18.U.V	2.0 1.5 1.5	fɥo.¹/o	0	37	f ɥ o.¹/o
3202	50_animal	animal	ENBBiya1	ENB-Biya-1	ɪ̀fì / ɪ̀fí	ɪ̀fì	ɪ.¹/ɪ f i.¹/i	biya1235					7 3 7	XBZ	IBI	12	12.I.V 12.B.C 12.I.V	1.5 1.75 0.8	ɪ.¹/ɪfi.¹/i	0	23	ɪ.¹/ɪ f i.¹/i -
3203	50_animal	animal	ICNBiya2	ICN-Biya-2	ɪ̀fìː / ɪ̀fí~ɪ̀fî	ɪ̀fìː	ɪ.¹/ɪ f iː.¹/iː	biya1235					7 3 7	XBZ	IBI	13	13.I.V 13.B.C 13.I.V	1.5 1.75 0.8	ɪ.¹/ɪfiː.¹/iː	0	23	ɪ.¹/ɪ f iː.¹/iː -
3204	50_animal	animal	NNBBuu3	NNB-Buu-3	ɲàm / kə́ɲâmtə́	ɲam	ɲ a.³/a m	buuu1246		6.54	10.28		4 7 4	AXN	NAM	42	42.N.C 42.A.V 42.M.c	2.0 1.5 0.8	ɲa.³/am	0	24	ɲ - a.³/a m
3205	50_animal	animal	MNJBuu4	MNJ-Buu-4	ɲàm / kə́ɲámtə́	ɲam	ɲ a.³/a m	buuu1246		6.54	10.28		4 7 4	AXN	NAM	28	28.N.C 28.A.V 28.M.c	2.0 1.5 0.8	ɲa.³/am	0	24	ɲ - a.³/a m
3206	50_animal	animal	KEMBuu1	KEM-Buu-1	ɲàm / ə́ɲâm~kə́yàːmtə̀??	ɲam	ɲ a.³/a m	buuu1246		6.54	10.28		4 7 4	AXN	NAM	20	20.N.C 20.A.V 20.M.c	2.0 1.5 0.8	ɲa.³/am	0	24	ɲ - a.³/a m
3207	50_animal	animal	KCYBuu2	KCY-Buu-2	ɲàm / ɲâːm	ɲam	ɲ a.³/a m	buuu1246		6.54	10.28		4 7 4	AXN	NAM	17	17.N.C 17.A.V 17.M.c	2.0 1.5 0.8	ɲa.³/am	0	24	ɲ - a.³/a m
3208	50_animal	animal	KHKFang12	KHK-Fang-12	ɲàm / ɲám	ɲam	ɲ a.³/a m	fang1248		6.54384	10.319		4 7 4	AXN	NAM	22	22.N.C 22.A.V 22.M.c	2.0 1.5 0.8	ɲa.³/am	0	24	ɲ - a.³/a m
3209	50_animal	animal	DPNFang13	DPN-Fang-13	ɲàm / ɲám	ɲam	ɲ a.³/a m	fang1248		6.54384	10.319		4 7 4	AXN	NAM	10	10.N.C 10.A.V 10.M.c	2.0 1.5 0.8	ɲa.³/am	0	24	ɲ - a.³/a m
3210	50_animal	animal	KDVFang1	KDV-Fang-1	ɲàm / ɲám	ɲam	ɲ a.³/a m	fang1248		6.54384	10.319		4 7 4	AXN	NAM	19	19.N.C 19.A.V 19.M.c	2.0 1.5 0.8	ɲa.³/am	0	24	ɲ - a.³/a m
3211	50_animal	animal	KJSFang2	KJS-Fang-2	ɲàm / ɲám	ɲam	ɲ a.³/a m	fang1248		6.54384	10.319		4 7 4	AXN	NAM	23	23.N.C 23.A.V 23.M.c	2.0 1.5 0.8	ɲa.³/am	0	24	ɲ - a.³/a m
3212	50_animal	animal	JGYKoshin3	JGY-Koshin-3	ɲʷàm / ɲʷâm	ɲʷam	ɲʷ a.³/a m	kosh1246		6.5817	10.299		4 7 4	AXN	NAM	14	14.N.C 14.A.V 14.M.c	2.0 1.5 0.8	ɲʷa.³/am	0	24	ɲʷ - a.³/a m
3213	50_animal	animal	TELKoshin4	TEL-Koshin-4	ɲʷàm / ɲʷâm	ɲʷam	ɲʷ a.³/a m	kosh1246		6.5817	10.299		4 7 4	AXN	NAM	46	46.N.C 46.A.V 46.M.c	2.0 1.5 0.8	ɲʷa.³/am	0	24	ɲʷ - a.³/a m
3214	50_animal	animal	MRYKoshin2	MRY-Koshin-2	ɲɑ̀m /  nzə́ŋə̀	ɲɑm	ɲ ɑ.³/ɑ m	kosh1246		6.5817	10.299		4 7 4	AXN	NAM	29	29.N.C 29.A.V 29.M.c	2.0 1.5 0.8	ɲɑ.³/ɑm	0	24	ɲ - ɑ.³/ɑ m
3215	50_animal	animal	KCSKung3	KCS-Kung-3	ɲàm / sə̀ɲâm	ɲam	ɲ a.³/a m	kung1260		6.53881	10.2073		4 7 4	AXN	NAM	16	16.N.C 16.A.V 16.M.c	2.0 1.5 0.8	ɲa.³/am	0	24	ɲ - a.³/a m
3216	50_animal	animal	NJSKung4	NJS-Kung-4	ɲàm / sə̀ɲa᷇ːm	ɲam	ɲ a.³/a m	kung1260		6.53881	10.2073		4 7 4	AXN	NAM	38	38.N.C 38.A.V 38.M.c	2.0 1.5 0.8	ɲa.³/am	0	24	ɲ - a.³/a m
3217	50_animal	animal	ZKGKung1	ZKG-Kung-1	ɲàm / sə̀ɲa᷇ːm	ɲam	ɲ a.³/a m	kung1260		6.53881	10.2073		4 7 4	AXN	NAM	49	49.N.C 49.A.V 49.M.c	2.0 1.5 0.8	ɲa.³/am	0	24	ɲ - a.³/a m
3218	50_animal	animal	BNMKung2	BNM-Kung-2	ɲàm / sə̀ɲa᷇ːm	ɲam	ɲ a.³/a m	kung1260		6.53881	10.2073		4 7 4	AXN	NAM	7	7.N.C 7.A.V 7.M.c	2.0 1.5 0.8	ɲa.³/am	0	24	ɲ - a.³/a m
3219	50_animal	animal	NMNMundabli3	NMN-Mundabli-3	sò / ɲʲâm	sò	s o.¹/o	mund1340					3 7	AX	SU	40	40.S.C 40.U.V	2.0 1.5	so.¹/o	0	28	- s o.¹/o - -
3220	50_animal	animal	CENMundabli2	CEN-Mundabli-2	sòɦ / ɲâm	sòɦ	s o.¹/o ɦ	mund1340					3 7 3	AXN	SUH	8	8.S.C 8.U.V 8.H.c	2.0 1.5 0.8	so.¹/oɦ	0	28	- s o.¹/o ɦ -
3221	50_animal	animal	LFNMundabli1	LFN-Mundabli-1	ɲâːm ~ sòː / ɲàmyə́ ~ɲām	ɲâːm	ɲ aː.⁵¹/aː m	mund1340					4 7 4	AXN	NAM	25	25.N.C 25.A.V 25.M.c	2.0 1.5 0.8	ɲaː.⁵¹/aːm	0	24	ɲ - aː.⁵¹/aː m
3222	50_animal	animal	NINMundabli4	NIN-Mundabli-4	sɔ̄ / ɲàmyə́	sɔ̄	s ɔ.³/ɔ	mund1340					3 7	AX	SU	37	37.S.C 37.U.V	2.0 1.5	sɔ.³/ɔ	0	28	- s ɔ.³/ɔ - -
3223	50_animal	animal	NGTMunken3	NGT-Munken-3	ɪ̀ʃìː / kíʃílə́	ɪ̀ʃìː	ɪ.¹/ɪ ʃ iː.¹/iː	munk1244					7 3 7	XBZ	ISI	36	36.I.V 36.S.C 36.I.V	1.5 1.75 0.8	ɪ.¹/ɪʃiː.¹/iː	0	28	ɪ.¹/ɪ ʃ - - iː.¹/iː
3224	50_animal	animal	NUNMunken4	NUN-Munken-4	ɪ̀ʃì / kɪ́ʃílə̄~ɪ̀ʃí	ɪ̀ʃì	ɪ.¹/ɪ ʃ i.¹/i	munk1244					7 3 7	XBZ	ISI	43	43.I.V 43.S.C 43.I.V	1.5 1.75 0.8	ɪ.¹/ɪʃi.¹/i	0	28	ɪ.¹/ɪ ʃ - - i.¹/i
3225	50_animal	animal	NEAMunken1	NEA-Munken-1	ɪ̀ʃì / ɪ́ʃɪ́	ɪ̀ʃì	ɪ.¹/ɪ ʃ i.¹/i	munk1244					7 3 7	XBZ	ISI	34	34.I.V 34.S.C 34.I.V	1.5 1.75 0.8	ɪ.¹/ɪʃi.¹/i	0	28	ɪ.¹/ɪ ʃ - - i.¹/i
3226	50_animal	animal	TNTMunken2	TNT-Munken-2	ìʃì ~ ɪ̀ʃì / ìʃí  ~ ɪ́ʃɪ́	ìʃì	i.¹/i ʃ i.¹/i	munk1244					7 3 7	XBZ	ISI	47	47.I.V 47.S.C 47.I.V	1.5 1.75 0.8	i.¹/iʃi.¹/i	0	28	i.¹/i ʃ - - i.¹/i
3227	50_animal	animal	MCANgun3	MCA-Ngun-3	ɪ̀fìː / kə̀fí~àfíːlə̀	ɪ̀fìː	ɪ.¹/ɪ f iː.¹/iː	ngun1279					7 3 7	XBZ	IBI	26	26.I.V 26.B.C 26.I.V	1.5 1.75 0.8	ɪ.¹/ɪfiː.¹/iː	0	23	ɪ.¹/ɪ f iː.¹/iː -
3228	50_animal	animal	KBMNgun4	KBM-Ngun-4	ɪ̀fì / ɪ̀fí	ɪ̀fì	ɪ.¹/ɪ f i.¹/i	ngun1279					7 3 7	XBZ	IBI	15	15.I.V 15.B.C 15.I.V	1.5 1.75 0.8	ɪ.¹/ɪfi.¹/i	0	23	ɪ.¹/ɪ f i.¹/i -
3229	50_animal	animal	WCANgun1	WCA-Ngun-1	ìfìː / ɪ́fí	ìfìː	i.¹/i f iː.¹/iː	ngun1279					7 3 7	XBZ	IBI	48	48.I.V 48.B.C 48.I.V	1.5 1.75 0.8	i.¹/ifiː.¹/iː	0	23	i.¹/i f iː.¹/iː -
3230	50_animal	animal	AOMNgun2	AOM-Ngun-2	ɪ̀fì / ɪ̀fí	ɪ̀fì	ɪ.¹/ɪ f i.¹/i	ngun1279					7 3 7	XBZ	IBI	3	3.I.V 3.B.C 3.I.V	1.5 1.75 0.8	ɪ.¹/ɪfi.¹/i	0	23	ɪ.¹/ɪ f i.¹/i -
3231	50_animal	animal	APBMumfu1	APB-Mumfu-1	ɲâm / ɲâmyə̌	ɲâm	ɲ a.⁵¹/a m	mufu1234					4 7 4	AXN	NAM	4	4.N.C 4.A.V 4.M.c	2.0 1.5 0.8	ɲa.⁵¹/am	0	24	ɲ - a.⁵¹/a m
3232	50_animal	animal	BKBMashi2	BKB-Mashi-2	ɲàm / ɲâm	ɲam	ɲ a.³/a m	naki1238		6.62784	10.2378		4 7 4	AXN	NAM	6	6.N.C 6.A.V 6.M.c	2.0 1.5 0.8	ɲa.³/am	0	24	ɲ - a.³/a m
3233	50_animal	animal	KFKMashi1	KFK-Mashi-1	ɲyàm / ɲyâm	ɲyam	ɲ j a.³/a m	naki1238		6.62784	10.2378		4 6 7 4	ACXN	NJAM	21	21.N.C 21.J.C 21.A.V 21.M.c	2.0 1.5 1.5 0.8	ɲja.³/am	0	24	ɲ j a.³/a m
3234	50_animal	animal	ABSMissong1	ABS-Missong-1	ɪ̀ʃà / ɪ́ʃâː	ɪ̀ʃà	ɪ.¹/ɪ ʃ a.¹/a	miss1255					7 3 7	XBZ	ISA	1	1.I.V 1.S.C 1.A.V	1.5 1.75 0.8	ɪ.¹/ɪʃa.¹/a	0	28	ɪ.¹/ɪ ʃ - - a.¹/a
3235	50_animal	animal	AGAMissong2	AGA-Missong-2	ɪ́ʃáyī / ø~ɪ̄ʃà/ɪ̀ʃâyí	ɪ́ʃáyī	ɪ.⁵/ɪ ʃ a.⁵/a j i.³/i	miss1255					7 3 7 6 7	XBYBZ	ISAJI	2	2.I.V 2.S.C 2.A.V 2.J.C 2.I.V	1.5 1.75 1.3 1.75 0.8	ɪ.⁵/ɪʃa.⁵/aji.³/i	0	28	ɪ.⁵/ɪ ʃ a.⁵/a j i.³/i
5101	50_animal	animal	NCCMumfu4	NCC-Mumfu-4	ʃɔ̀ / ʃɔ̀	ʃɔ̀	ʃ ɔ.¹/ɔ	mufu1234					3 7	AX	SU	31	31.S.C 31.U.V	2.0 1.5	ʃɔ.¹/ɔ	0	28	- ʃ ɔ.¹/ɔ - -
5102	50_animal	animal	MEAMumfu3	MEA-Mumfu-3	ʃò / ʃo᷇ː	ʃò	ʃ o.¹/o	mufu1234					3 7	AX	SU	27	27.S.C 27.U.V	2.0 1.5	ʃo.¹/o	0	28	- ʃ o.¹/o - -
5377	50_animal	animal	NMSMissong4	NMS-Missong-4	ɪ̀ʃà / ɪ̀ʃâ	ɪ̀ʃà	ɪ.¹/ɪ ʃ a.¹/a	miss1255					7 3 7	XBZ	ISA	41	41.I.V 41.S.C 41.A.V	1.5 1.75 0.8	ɪ.¹/ɪʃa.¹/a	0	28	ɪ.¹/ɪ ʃ - - a.¹/a
5378	50_animal	animal	NDNMissong5	NDN-Missong-5	ɪ̀ʃà / ɪ̀ʃâ	ɪ̀ʃà	ɪ.¹/ɪ ʃ a.¹/a	miss1255					7 3 7	XBZ	ISA	33	33.I.V 33.S.C 33.A.V	1.5 1.75 0.8	ɪ.¹/ɪʃa.¹/a	0	28	ɪ.¹/ɪ ʃ - - a.¹/a
5653	50_animal	animal	BAAMashi4	BAA-Mashi-4	ɲàm / ɲa᷇ːm	ɲam	ɲ a.³/a m	naki1238		6.62784	10.2378		4 7 4	AXN	NAM	5	5.N.C 5.A.V 5.M.c	2.0 1.5 0.8	ɲa.³/am	0	24	ɲ - a.³/a m
5654	50_animal	animal	NCMMashi5	NCM-Mashi-5	ɲàm / ɲâm	ɲam	ɲ a.³/a m	naki1238		6.62784	10.2378		4 7 4	AXN	NAM	32	32.N.C 32.A.V 32.M.c	2.0 1.5 0.8	ɲa.³/am	0	24	ɲ - a.³/a m
2030	72_axe	axe	NVBAbar7	NVB-Abar-7	ɪ̀tám / ɪ̀támə́kɪ̀	ɪ̀tám	ɪ.¹/ɪ t a.⁵/a m	abar1239					7 1 7 4	XBYN	ITAM	44	44.I.V 44.T.C 44.A.V 44.M.c	1.5 1.75 1.3 0.8	ɪ.¹/ɪta.⁵/am	0	38	ɪ.¹/ɪ t a.⁵/a m
2031	72_axe	axe	ECLAbar8	ECL-Abar-8	ɪ̀tám / kītámó~-ìtámó	ɪ̀tám	ɪ.¹/ɪ t a.⁵/a m	abar1239					7 1 7 4	XBYN	ITAM	11	11.I.V 11.T.C 11.A.V 11.M.c	1.5 1.75 1.3 0.8	ɪ.¹/ɪta.⁵/am	0	38	ɪ.¹/ɪ t a.⁵/a m
2032	72_axe	axe	NMAAbar1	NMA-Abar-1	ɪ́tám / kítámó	ɪ́tám	ɪ.⁵/ɪ t a.⁵/a m	abar1239					7 1 7 4	XBYN	ITAM	39	39.I.V 39.T.C 39.A.V 39.M.c	1.5 1.75 1.3 0.8	ɪ.⁵/ɪta.⁵/am	0	38	ɪ.⁵/ɪ t a.⁵/a m
2033	72_axe	axe	NACAbar2	NAC-Abar-2	ɪ̀tám / kìtám	ɪ̀tám	ɪ.¹/ɪ t a.⁵/a m	abar1239					7 1 7 4	XBYN	ITAM	30	30.I.V 30.T.C 30.A.V 30.M.c	1.5 1.75 1.3 0.8	ɪ.¹/ɪta.⁵/am	0	38	ɪ.¹/ɪ t a.⁵/a m
2034	72_axe	axe	NEMAjumbu9	NEM-Ajumbu-9	tɪ́ / kə̀tɪ́ːlə́	tɪ́	t ɪ.⁵/ɪ	mbuu1238		6.53792	10.2556		1 7	AX	TI	35	35.T.C 35.I.V	2.0 1.5	tɪ.⁵/ɪ	0	38	- t ɪ.⁵/ɪ -
2035	72_axe	axe	NVIAjumbu1	NVI-Ajumbu-1	tɪ́ / kə̀tɪ́lə́	tɪ́	t ɪ.⁵/ɪ	mbuu1238		6.53792	10.2556		1 7	AX	TI	45	45.T.C 45.I.V	2.0 1.5	tɪ.⁵/ɪ	0	38	- t ɪ.⁵/ɪ -
2036	72_axe	axe	KMNAjumbu2	KMN-Ajumbu-2	tɪ̌ː / kə̀tɪ́ːtə́~kə̀tɪ́ːlə́	tɪ̌ː	t ɪː.¹⁵/ɪː	mbuu1238		6.53792	10.2556		1 7	AX	TI	24	24.T.C 24.I.V	2.0 1.5	tɪː.¹⁵/ɪː	0	38	- t ɪː.¹⁵/ɪː -
2037	72_axe	axe	KDCAjumbu10	KDC-Ajumbu-10	té / kə̀téːlə́	té	t e.⁵/e	mbuu1238		6.53792	10.2556		1 7	AX	TE	18	18.T.C 18.E.V	2.0 1.5	te.⁵/e	0	38	- t e.⁵/e -
2038	72_axe	axe	ENBBiya1	ENB-Biya-1	ɪ̀tám / kə̀tám	ɪ̀tám	ɪ.¹/ɪ t a.⁵/a m	biya1235					7 1 7 4	XBYN	ITAM	12	12.I.V 12.T.C 12.A.V 12.M.c	1.5 1.75 1.3 0.8	ɪ.¹/ɪta.⁵/am	0	38	ɪ.¹/ɪ t a.⁵/a m
2039	72_axe	axe	ICNBiya2	ICN-Biya-2	ɪ̀tám / kə̀támnə́	ɪ̀tám	ɪ.¹/ɪ t a.⁵/a m	biya1235					7 1 7 4	XBYN	ITAM	13	13.I.V 13.T.C 13.A.V 13.M.c	1.5 1.75 1.3 0.8	ɪ.¹/ɪta.⁵/am	0	38	ɪ.¹/ɪ t a.⁵/a m
2040	72_axe	axe	NNBBuu3	NNB-Buu-3	tím / kə̄tímtə̂~kə̀tímtə́nə̄	tím	t i.⁵/i m	buuu1246		6.54	10.28		1 7 4	AXN	TIM	42	42.T.C 42.I.V 42.M.c	2.0 1.5 0.8	ti.⁵/im	0	38	- t i.⁵/i m
2041	72_axe	axe	MNJBuu4	MNJ-Buu-4	tsɪ́m / kə̀tsɪ́mtə́	tsɪ́m	ts ɪ.⁵/ɪ m	buuu1246		6.54	10.28		2 7 4	AXN	CIM	28	28.C.C 28.I.V 28.M.c	2.0 1.5 0.8	tsɪ.⁵/ɪm	0	38	- ts ɪ.⁵/ɪ m
2042	72_axe	axe	KEMBuu1	KEM-Buu-1	tím / kə̄tímtə́	tím	t i.⁵/i m	buuu1246		6.54	10.28		1 7 4	AXN	TIM	20	20.T.C 20.I.V 20.M.c	2.0 1.5 0.8	ti.⁵/im	0	38	- t i.⁵/i m
2043	72_axe	axe	KCYBuu2	KCY-Buu-2	tím / kə̀tímtə́	tím	t i.⁵/i m	buuu1246		6.54	10.28		1 7 4	AXN	TIM	17	17.T.C 17.I.V 17.M.c	2.0 1.5 0.8	ti.⁵/im	0	38	- t i.⁵/i m
2044	72_axe	axe	KHKFang12	KHK-Fang-12	ti᷇ːm / tə̀ti᷇ːm	ti᷇ːm	t iː.¹³/iː m	fang1248		6.54384	10.319		1 7 4	AXN	TIM	22	22.T.C 22.I.V 22.M.c	2.0 1.5 0.8	tiː.¹³/iːm	0	38	- t iː.¹³/iː m
2045	72_axe	axe	DPNFang13	DPN-Fang-13	ti᷇ːm / tə̀tímkpə̄	ti᷇ːm	t iː.¹³/iː m	fang1248		6.54384	10.319		1 7 4	AXN	TIM	10	10.T.C 10.I.V 10.M.c	2.0 1.5 0.8	tiː.¹³/iːm	0	38	- t iː.¹³/iː m
2046	72_axe	axe	KDVFang1	KDV-Fang-1	tɪ᷇m / tə́tɪ́mkpə̄	tɪ᷇m	t ɪ.⁵³/ɪ m	fang1248		6.54384	10.319		1 7 4	AXN	TIM	19	19.T.C 19.I.V 19.M.c	2.0 1.5 0.8	tɪ.⁵³/ɪm	0	38	- t ɪ.⁵³/ɪ m
2047	72_axe	axe	KJSFang2	KJS-Fang-2	ti᷇ːm / tə́ti᷇ːm ~ tə́tíːmkpə̄	ti᷇ːm	t iː.¹³/iː m	fang1248		6.54384	10.319		1 7 4	AXN	TIM	23	23.T.C 23.I.V 23.M.c	2.0 1.5 0.8	tiː.¹³/iːm	1	38	- t iː.¹³/iː m
2048	72_axe	axe	JGYKoshin3	JGY-Koshin-3	tə́m / tə̀tə́m	tə́m	t ə.⁵/ə m	kosh1246		6.5817	10.299		1 7 4	AXN	TEM	14	14.T.C 14.E.V 14.M.c	2.0 1.5 0.8	tə.⁵/əm	0	38	- t ə.⁵/ə m
2049	72_axe	axe	TELKoshin4	TEL-Koshin-4	tə́m / tə̀tə́m	tə́m	t ə.⁵/ə m	kosh1246		6.5817	10.299		1 7 4	AXN	TEM	46	46.T.C 46.E.V 46.M.c	2.0 1.5 0.8	tə.⁵/əm	0	38	- t ə.⁵/ə m
2050	72_axe	axe	MRYKoshin2	MRY-Koshin-2	tə́m /  tōtə́m	tə́m	t ə.⁵/ə m	kosh1246		6.5817	10.299		1 7 4	AXN	TEM	29	29.T.C 29.E.V 29.M.c	2.0 1.5 0.8	tə.⁵/əm	0	38	- t ə.⁵/ə m
2051	72_axe	axe	KCSKung3	KCS-Kung-3	ìfú / sə̀fú	ìfú	i.¹/i f u.¹/u	kung1260		6.53881	10.2073		7 3 7	XBZ	IBY	16	16.I.V 16.B.C 16.Y.V	1.5 1.75 0.8	i.¹/ifu.¹/u	0	42	i.¹/i f u.¹/u
2052	72_axe	axe	NJSKung4	NJS-Kung-4	ɪ́fʊ́ / sə̀fʊ́	ɪ́fʊ́	ɪ.⁵/ɪ f ʊ.⁵/ʊ	kung1260		6.53881	10.2073		7 3 7	XBZ	IBY	38	38.I.V 38.B.C 38.Y.V	1.5 1.75 0.8	ɪ.⁵/ɪfʊ.⁵/ʊ	0	42	ɪ.⁵/ɪ f ʊ.⁵/ʊ
2053	72_axe	axe	ZKGKung1	ZKG-Kung-1	ɪ́fú / sə́fú	ɪ́fú	ɪ.⁵/ɪ f u.¹/u	kung1260		6.53881	10.2073		7 3 7	XBZ	IBY	49	49.I.V 49.B.C 49.Y.V	1.5 1.75 0.8	ɪ.⁵/ɪfu.¹/u	0	42	ɪ.⁵/ɪ f u.¹/u
2054	72_axe	axe	BNMKung2	BNM-Kung-2	ìfʊ́ / sə̀fʊ́	ìfʊ́	i.¹/i f ʊ.⁵/ʊ	kung1260		6.53881	10.2073		7 3 7	XBZ	IBY	7	7.I.V 7.B.C 7.Y.V	1.5 1.75 0.8	i.¹/ifʊ.⁵/ʊ	0	42	i.¹/i f ʊ.⁵/ʊ
2055	72_axe	axe	NMNMundabli3	NMN-Mundabli-3	tʃə́m / tʃə́m	tʃə́m	tʃ ə.⁵/ə m	mund1340					1 7 4	AXN	TEM	40	40.T.C 40.E.V 40.M.c	2.0 1.5 0.8	tʃə.⁵/əm	0	38	- tʃ ə.⁵/ə m
2056	72_axe	axe	CENMundabli2	CEN-Mundabli-2	tʃə́m / tʃə́m kō	tʃə́m	tʃ ə.⁵/ə m	mund1340					1 7 4	AXN	TEM	8	8.T.C 8.E.V 8.M.c	2.0 1.5 0.8	tʃə.⁵/əm	0	38	- tʃ ə.⁵/ə m
2057	72_axe	axe	LFNMundabli1	LFN-Mundabli-1	tʃám / tʃámkō	tʃám	tʃ a.⁵/a m	mund1340					1 7 4	AXN	TAM	25	25.T.C 25.A.V 25.M.c	2.0 1.5 0.8	tʃa.⁵/am	0	38	- tʃ a.⁵/a m
2058	72_axe	axe	NINMundabli4	NIN-Mundabli-4	tʃə́m / tʃə́mkō	tʃə́m	tʃ ə.⁵/ə m	mund1340					1 7 4	AXN	TEM	37	37.T.C 37.E.V 37.M.c	2.0 1.5 0.8	tʃə.⁵/əm	0	38	- tʃ ə.⁵/ə m
2059	72_axe	axe	NGTMunken3	NGT-Munken-3	ɪ̀tám / kítámə́	ɪ̀tám	ɪ.¹/ɪ t a.⁵/a m	munk1244					7 1 7 4	XBYN	ITAM	36	36.I.V 36.T.C 36.A.V 36.M.c	1.5 1.75 1.3 0.8	ɪ.¹/ɪta.⁵/am	0	38	ɪ.¹/ɪ t a.⁵/a m
2060	72_axe	axe	NUNMunken4	NUN-Munken-4	ɪ́tám / kítám	ɪ́tám	ɪ.⁵/ɪ t a.⁵/a m	munk1244					7 1 7 4	XBYN	ITAM	43	43.I.V 43.T.C 43.A.V 43.M.c	1.5 1.75 1.3 0.8	ɪ.⁵/ɪta.⁵/am	0	38	ɪ.⁵/ɪ t a.⁵/a m
2061	72_axe	axe	NEAMunken1	NEA-Munken-1	ɪ́tám / kɪ́támmə́	ɪ́tám	ɪ.⁵/ɪ t a.⁵/a m	munk1244					7 1 7 4	XBYN	ITAM	34	34.I.V 34.T.C 34.A.V 34.M.c	1.5 1.75 1.3 0.8	ɪ.⁵/ɪta.⁵/am	0	38	ɪ.⁵/ɪ t a.⁵/a m
2062	72_axe	axe	TNTMunken2	TNT-Munken-2	ɪ́táːm / kìtáːmə́	ɪ́táːm	ɪ.⁵/ɪ t aː.⁵/aː m	munk1244					7 1 7 4	XBYN	ITAM	47	47.I.V 47.T.C 47.A.V 47.M.c	1.5 1.75 1.3 0.8	ɪ.⁵/ɪtaː.⁵/aːm	0	38	ɪ.⁵/ɪ t aː.⁵/aː m
2063	72_axe	axe	MCANgun3	MCA-Ngun-3	ɪ̀tám / kə̀tám	ɪ̀tám	ɪ.¹/ɪ t a.⁵/a m	ngun1279					7 1 7 4	XBYN	ITAM	26	26.I.V 26.T.C 26.A.V 26.M.c	1.5 1.75 1.3 0.8	ɪ.¹/ɪta.⁵/am	0	38	ɪ.¹/ɪ t a.⁵/a m
2064	72_axe	axe	KBMNgun4	KBM-Ngun-4	ɪ̀tám / kə̀tám	ɪ̀tám	ɪ.¹/ɪ t a.⁵/a m	ngun1279					7 1 7 4	XBYN	ITAM	15	15.I.V 15.T.C 15.A.V 15.M.c	1.5 1.75 1.3 0.8	ɪ.¹/ɪta.⁵/am	0	38	ɪ.¹/ɪ t a.⁵/a m
2065	72_axe	axe	WCANgun1	WCA-Ngun-1	ɪ̀tám / kə́táːmə́	ɪ̀tám	ɪ.¹/ɪ t a.⁵/a m	ngun1279					7 1 7 4	XBYN	ITAM	48	48.I.V 48.T.C 48.A.V 48.M.c	1.5 1.75 1.3 0.8	ɪ.¹/ɪta.⁵/am	0	38	ɪ.¹/ɪ t a.⁵/a m
2066	72_axe	axe	AOMNgun2	AOM-Ngun-2	ɪ̀tám / kə̀tám	ɪ̀tám	ɪ.¹/ɪ t a.⁵/a m	ngun1279					7 1 7 4	XBYN	ITAM	3	3.I.V 3.T.C 3.A.V 3.M.c	1.5 1.75 1.3 0.8	ɪ.¹/ɪta.⁵/am	0	38	ɪ.¹/ɪ t a.⁵/a m
2067	72_axe	axe	APBMumfu1	APB-Mumfu-1	tʃáːm / tʃáːmkə́	tʃáːm	tʃ aː.⁵/aː m	mufu1234					1 7 4	AXN	TAM	4	4.T.C 4.A.V 4.M.c	2.0 1.5 0.8	tʃaː.⁵/aːm	0	38	- tʃ aː.⁵/aː m
2068	72_axe	axe	DNMMumfu2	DNM-Mumfu-2	tʃám / tʃámkə́~tʃám	tʃám	tʃ a.⁵/a m	mufu1234					1 7 4	AXN	TAM	9	9.T.C 9.A.V 9.M.c	2.0 1.5 0.8	tʃa.⁵/am	0	38	- tʃ a.⁵/a m
2069	72_axe	axe	BKBMashi2	BKB-Mashi-2	fó / fóŋ	fó	f o.⁵/o	naki1238		6.62784	10.2378		3 7	AX	BU	6	6.B.C 6.U.V	2.0 1.5	fo.⁵/o	0	42	- f o.⁵/o
2070	72_axe	axe	KFKMashi1	KFK-Mashi-1	fó / fóŋ	fó	f o.⁵/o	naki1238		6.62784	10.2378		3 7	AX	BU	21	21.B.C 21.U.V	2.0 1.5	fo.⁵/o	0	42	- f o.⁵/o
2071	72_axe	axe	ABSMissong1	ABS-Missong-1	ìtǎːm / kìtámnə̄	ìtǎːm	i.¹/i t aː.¹⁵/aː m	miss1255					7 1 7 4	XBYN	ITAM	1	1.I.V 1.T.C 1.A.V 1.M.c	1.5 1.75 1.3 0.8	i.¹/itaː.¹⁵/aːm	0	38	i.¹/i t aː.¹⁵/aː m
